ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
3,218,7,bazı-tüm,Sıcak ülkelerin tümünde bu hastalık görüldü.,Sıcak ülkelerin hiçbirinde bu hastalık görülmedi.,contradiction,2
3,218,8,bazı-tüm,Sıcak ülkelerin hiçbirinde bu hastalık görülmedi.,Sıcak ülkelerin tümünde bu hastalık görüldü.,contradiction,2
3,183,1,bazı-bütün,Tatil rotalarının bazısı bizim için uygun.,Bütün tatil rotaları bizim için uygun değil.,implicature,3
3,183,2,bazı-bütün,Bütün tatil rotaları bizim için uygun değil.,Tatil rotalarının bazısı bizim için uygun.,implicature,3
3,183,3,bazı-bütün,Tatil rotalarının hiçbiri bizim için uygun değil.,Bütün tatil rotaları bizim için uygun değil.,entailment,0
3,183,4,bazı-bütün,Bütün tatil rotaları bizim için uygun.,Tatil rotalarının bazısı bizim için uygun.,entailment,0
3,183,5,bazı-bütün,Bütün tatil rotaları bizim için uygun değil.,Tatil rotalarının hiçbiri bizim için uygun değil.,neutral,1
3,183,6,bazı-bütün,Tatil rotalarının bazısı bizim için uygun.,Bütün tatil rotaları bizim için uygun.,neutral,1
3,183,7,bazı-bütün,Bütün tatil rotaları bizim için uygun.,Tatil rotalarının hiçbiri bizim için uygun değil.,contradiction,2
3,183,8,bazı-bütün,Tatil rotalarının hiçbiri bizim için uygun değil.,Bütün tatil rotaları bizim için uygun.,contradiction,2
3,144,1,birkaç-hepsi,Elmaların birkaçı yendi.,Elmaların hepsi yenmedi.,implicature,3
3,144,2,birkaç-hepsi,Elmaların hepsi yenmedi.,Elmaların birkaçı yendi.,implicature,3
3,144,3,birkaç-hepsi,Elmaların hiçbiri yenmedi.,Elmaların hepsi yenmedi.,entailment,0
3,144,4,birkaç-hepsi,Elmaların hepsi yendi.,Elmaların birkaçı yendi.,entailment,0
3,144,5,birkaç-hepsi,Elmaların hepsi yenmedi.,Elmaların hiçbiri yenmedi.,neutral,1
3,144,6,birkaç-hepsi,Elmaların birkaçı yendi.,Elmaların hepsi yendi.,neutral,1
3,144,7,birkaç-hepsi,Elmaların hepsi yendi.,Elmaların hiçbiri yenmedi.,contradiction,2
3,144,8,birkaç-hepsi,Elmaların hiçbiri yenmedi.,Elmaların hepsi yendi.,contradiction,2
5,330,1,yirmi beş-kırk,Konuşmasını yirmi beş kişinin isteğiyle durdurdu.,Konuşmasını kırk kişinin isteğiyle durdurmadı.,implicature,3
5,330,2,yirmi beş-kırk,Konuşmasını yirmi beşten fazla kişinin isteğiyle durdurmadı.,Konuşmasını yirmi beş kişinin isteğiyle durdurdu.,implicature,3
5,330,3,yirmi beş-kırk,Konuşmasını yirmi beş kişinin isteğiyle durdurmadı.,Konuşmasını kırk kişinin isteğiyle durdurmadı.,entailment,0
5,330,4,yirmi beş-kırk,Konuşmasını kırk kişinin isteğiyle durdurdu.,Konuşmasını yirmi beş kişinin isteğiyle durdurdu.,entailment,0
5,330,5,yirmi beş-kırk,Konuşmasını kırk kişinin isteğiyle durdurmadı.,Konuşmasını yirmi beş kişinin isteğiyle durdurmadı.,neutral,1
5,330,6,yirmi beş-kırk,Konuşmasını yirmi beş kişinin isteğiyle durdurdu.,Konuşmasını kırk kişinin isteğiyle durdurdu.,neutral,1
5,330,7,yirmi beş-kırk,Konuşmasını kırk kişinin isteğiyle durdurdu.,Konuşmasını yirmi beş kişinin isteğiyle durdurmadı.,contradiction,2
5,330,8,yirmi beş-kırk,Konuşmasını yirmi beş kişinin isteğiyle durdurmadı.,Konuşmasını kırk kişinin isteğiyle durdurdu.,contradiction,2
5,330,9,yirmi beş-kırk-c,Konuşmasını yirmi beş kişinin isteğiyle durdurmadı.,Konuşmasını yirmi beşten az kişinin isteğiyle durdurdu.,implicature,3
5,330,10,yirmi beş-kırk-c,Konuşmasını yirmi beş kişinin isteğiyle durdurmadı.,Konuşmasını en fazla yirmi dört kişinin isteğiyle durdurdu.,implicature,3
5,330,11,yirmi beş-kırk-c,Konuşmasını yirmi beş kişinin isteğiyle durdurmadı.,Konuşmasını en az bir kişinin isteğiyle durdurdu.,implicature,3
3,312,1,biraz-çok,Jeoloji derslerinin birazı ilginç.,Jeoloji derslerinin çoğu ilginç değil.,implicature,3
3,312,2,biraz-çok,Jeoloji derslerinin çoğu ilginç değil.,Jeoloji derslerinin birazı ilginç.,implicature,3
3,312,3,biraz-çok,Jeoloji derslerinin hiçbiri ilginç değil.,Jeoloji derslerinin çoğu ilginç değil.,entailment,0
3,312,4,biraz-çok,Jeoloji derslerinin çoğu ilginç.,Jeoloji derslerinin birazı ilginç.,entailment,0
3,312,5,biraz-çok,Jeoloji derslerinin çoğu ilginç değil.,Jeoloji derslerinin hiçbiri ilginç değil.,neutral,1
3,312,6,biraz-çok,Jeoloji derslerinin birazı ilginç.,Jeoloji derslerinin çoğu ilginç.,neutral,1
3,312,7,biraz-çok,Jeoloji derslerinin çoğu ilginç.,Jeoloji derslerinin hiçbiri ilginç değil.,contradiction,2
3,312,8,biraz-çok,Jeoloji derslerinin hiçbiri ilginç değil.,Jeoloji derslerinin çoğu ilginç.,contradiction,2
4,289,1,herhalde-yüzde yüz,Herhalde çizmesini giyecekmiş.,Çizmesini giyeceği yüzde yüz değilmiş.,implicature,3
4,289,2,herhalde-yüzde yüz,Çizmesini giyeceği yüzde yüz değilmiş.,Herhalde çizmesini giyecekmiş.,implicature,3
4,289,3,herhalde-yüzde yüz,Herhalde çizmesini giymeyecekmiş.,Çizmesini giyeceği yüzde yüz değilmiş.,entailment,0
4,289,4,herhalde-yüzde yüz,Çizmesini giyeceği yüzde yüzmüş.,Herhalde çizmesini giyecekmiş.,entailment,0
4,289,5,herhalde-yüzde yüz,Çizmesini giyeceği yüzde yüz değilmiş.,Herhalde çizmesini giymeyecekmiş.,neutral,1
4,289,6,herhalde-yüzde yüz,Herhalde çizmesini giyecekmiş.,Çizmesini giyeceği yüzde yüzmüş.,neutral,1
4,289,7,herhalde-yüzde yüz,Çizmesini giyeceği yüzde yüzmüş.,Herhalde çizmesini giymeyecekmiş.,contradiction,2
4,289,8,herhalde-yüzde yüz,Herhalde çizmesini giymeyecekmiş.,Çizmesini giyeceği yüzde yüzmüş.,contradiction,2
5,195,1,on beş-yirmi,Kumandanın on beş tuşu var.,Kumandanın yirmi tuşu yok.,implicature,3
5,195,2,on beş-yirmi,Kumandanın on beş tuştan fazlası yok.,Kumandanın on beş tuşu var.,implicature,3
5,195,3,on beş-yirmi,Kumandanın on beş tuşu yok.,Kumandanın yirmi tuşu yok.,entailment,0
5,195,4,on beş-yirmi,Kumandanın yirmi tuşu var.,Kumandanın on beş tuşu var.,entailment,0
5,195,5,on beş-yirmi,Kumandanın yirmi tuşu yok.,Kumandanın on beş tuşu yok.,neutral,1
5,195,6,on beş-yirmi,Kumandanın on beş tuşu var.,Kumandanın yirmi tuşu var.,neutral,1
5,195,7,on beş-yirmi,Kumandanın yirmi tuşu var.,Kumandanın on beş tuşu yok.,contradiction,2
5,195,8,on beş-yirmi,Kumandanın on beş tuşu yok.,Kumandanın yirmi tuşu var.,contradiction,2
5,195,9,on beş-yirmi-c,Kumandanın on beş tuşu yok.,Kumandanın on beşten az tuşu var.,implicature,3
5,195,10,on beş-yirmi-c,Kumandanın on beş tuşu yok.,Kumandanın en fazla on dört tuşu var.,implicature,3
5,195,11,on beş-yirmi-c,Kumandanın on beş tuşu yok.,Kumandanın en az bir tane tuşu var.,implicature,3
3,320,1,biraz-çok,Dünkü yemeklerin birazı kalmış.,Dünkü yemeklerin çoğu kalmamış.,implicature,3
3,320,2,biraz-çok,Dünkü yemeklerin çoğu kalmamış.,Dünkü yemeklerin birazı kalmış.,implicature,3
3,320,3,biraz-çok,Dünkü yemeklerin hiçbiri kalmamış.,Dünkü yemeklerin çoğu kalmamış.,entailment,0
3,320,4,biraz-çok,Dünkü yemeklerin çoğu kalmış.,Dünkü yemeklerin birazı kalmış.,entailment,0
3,320,5,biraz-çok,Dünkü yemeklerin çoğu kalmamış.,Dünkü yemeklerin hiçbiri kalmamış.,neutral,1
3,320,6,biraz-çok,Dünkü yemeklerin birazı kalmış.,Dünkü yemeklerin çoğu kalmış.,neutral,1
3,320,7,biraz-çok,Dünkü yemeklerin çoğu kalmış.,Dünkü yemeklerin hiçbiri kalmamış.,contradiction,2
3,320,8,biraz-çok,Dünkü yemeklerin hiçbiri kalmamış.,Dünkü yemeklerin çoğu kalmış.,contradiction,2
4,56,1,muhtemelen-kesin,Halıdaki desenlerin benzerini muhtemelen çıkaracaklarmış.,Halıdaki desenlerin benzerini çıkaracakları kesin değilmiş.,implicature,3
4,56,2,muhtemelen-kesin,Halıdaki desenlerin benzerini çıkaracakları kesin değilmiş.,Halıdaki desenlerin benzerini muhtemelen çıkaracaklarmış.,implicature,3
4,56,3,muhtemelen-kesin,Halıdaki desenlerin benzerini muhtemelen çıkarmayacaklarmış.,Halıdaki desenlerin benzerini çıkaracakları kesin değilmiş.,entailment,0
4,56,4,muhtemelen-kesin,Halıdaki desenlerin benzerini çıkaracakları kesinmiş.,Halıdaki desenlerin benzerini muhtemelen çıkaracaklarmış.,entailment,0
4,56,5,muhtemelen-kesin,Halıdaki desenlerin benzerini çıkaracakları kesin değilmiş.,Halıdaki desenlerin benzerini muhtemelen çıkarmayacaklarmış.,neutral,1
4,56,6,muhtemelen-kesin,Halıdaki desenlerin benzerini muhtemelen çıkaracaklarmış.,Halıdaki desenlerin benzerini çıkaracakları kesinmiş.,neutral,1
4,56,7,muhtemelen-kesin,Halıdaki desenlerin benzerini çıkaracakları kesinmiş.,Halıdaki desenlerin benzerini muhtemelen çıkarmayacaklarmış.,contradiction,2
4,56,8,muhtemelen-kesin,Halıdaki desenlerin benzerini muhtemelen çıkarmayacaklarmış.,Halıdaki desenlerin benzerini çıkaracakları kesinmiş.,contradiction,2
1,178,1,makul-harikulade,Sana karşı tutunduğu tavır karşısındaki duruşun makul.,Sana karşı tutunduğu tavır karşısındaki duruşun harikulade değil.,implicature,3
1,178,2,makul-harikulade,Sana karşı tutunduğu tavır karşısındaki duruşun harikulade değil.,Sana karşı tutunduğu tavır karşısındaki duruşun makul.,implicature,3
1,178,3,makul-harikulade,Sana karşı tutunduğu tavır karşısındaki duruşun makul değil.,Sana karşı tutunduğu tavır karşısındaki duruşun harikulade değil.,entailment,0
1,178,4,makul-harikulade,Sana karşı tutunduğu tavır karşısındaki duruşun harikulade.,Sana karşı tutunduğu tavır karşısındaki duruşun makul.,entailment,0
1,178,5,makul-harikulade,Sana karşı tutunduğu tavır karşısındaki duruşun harikulade değil.,Sana karşı tutunduğu tavır karşısındaki duruşun makul değil.,neutral,1
1,178,6,makul-harikulade,Sana karşı tutunduğu tavır karşısındaki duruşun makul.,Sana karşı tutunduğu tavır karşısındaki duruşun harikulade.,neutral,1
1,178,7,makul-harikulade,Sana karşı tutunduğu tavır karşısındaki duruşun harikulade.,Sana karşı tutunduğu tavır karşısındaki duruşun makul değil.,contradiction,2
1,178,8,makul-harikulade,Sana karşı tutunduğu tavır karşısındaki duruşun makul değil.,Sana karşı tutunduğu tavır karşısındaki duruşun harikulade.,contradiction,2
4,362,1,herhalde-yüzde yüz,Yunan adalarına herhalde tekneyle gittiler.,Yunan adalarına tekneyle gittikleri yüzde yüz değil.,implicature,3
4,362,2,herhalde-yüzde yüz,Yunan adalarına tekneyle gittikleri yüzde yüz değil.,Yunan adalarına herhalde tekneyle gittiler.,implicature,3
4,362,3,herhalde-yüzde yüz,Yunan adalarına herhalde tekneyle gitmediler.,Yunan adalarına tekneyle gittikleri yüzde yüz değil.,entailment,0
4,362,4,herhalde-yüzde yüz,Yunan adalarına yüzde yüz tekneyle gittiler.,Yunan adalarına herhalde tekneyle gittiler.,entailment,0
4,362,5,herhalde-yüzde yüz,Yunan adalarına tekneyle gittikleri yüzde yüz değil.,Yunan adalarına herhalde tekneyle gitmediler.,neutral,1
4,362,6,herhalde-yüzde yüz,Yunan adalarına herhalde tekneyle gittiler.,Yunan adalarına yüzde yüz tekneyle gittiler.,neutral,1
4,362,7,herhalde-yüzde yüz,Yunan adalarına yüzde yüz tekneyle gittiler.,Yunan adalarına herhalde tekneyle gitmediler.,contradiction,2
4,362,8,herhalde-yüzde yüz,Yunan adalarına herhalde tekneyle gitmediler.,Yunan adalarına yüzde yüz tekneyle gittiler.,contradiction,2
4,73,1,muhtemelen-kesin,Hoparlörün sesini muhtemelen açacakmış.,Hoparlörün sesini açacağı kesin değilmiş.,implicature,3
4,73,2,muhtemelen-kesin,Hoparlörün sesini açacağı kesin değilmiş.,Hoparlörün sesini muhtemelen açacakmış.,implicature,3
4,73,3,muhtemelen-kesin,Hoparlörün sesini muhtemelen açmayacakmış.,Hoparlörün sesini açacağı kesin değilmiş.,entailment,0
4,73,4,muhtemelen-kesin,Hoparlörün sesini açacağı kesinmiş.,Hoparlörün sesini muhtemelen açacakmış.,entailment,0
4,73,5,muhtemelen-kesin,Hoparlörün sesini açacağı kesin değilmiş.,Hoparlörün sesini muhtemelen açmayacakmış.,neutral,1
4,73,6,muhtemelen-kesin,Hoparlörün sesini muhtemelen açacakmış.,Hoparlörün sesini açacağı kesinmiş.,neutral,1
4,73,7,muhtemelen-kesin,Hoparlörün sesini açacağı kesinmiş.,Hoparlörün sesini muhtemelen açmayacakmış.,contradiction,2
4,73,8,muhtemelen-kesin,Hoparlörün sesini muhtemelen açmayacakmış.,Hoparlörün sesini açacağı kesinmiş.,contradiction,2
3,13,1,birkaç-bütün,Birkaç kişiye yardım ettim.,Bütün kişilere yardım etmedim.,implicature,3
3,13,2,birkaç-bütün,Bütün kişilere yardım etmedim.,Birkaç kişiye yardım ettim.,implicature,3
3,13,3,birkaç-bütün,Hiç kimseye yardım etmedim.,Bütün kişilere yardım etmedim.,entailment,0
3,13,4,birkaç-bütün,Bütün kişilere yardım ettim.,Birkaç kişiye yardım ettim.,entailment,0
3,13,5,birkaç-bütün,Bütün kişilere yardım etmedim.,Hiç kimseye yardım etmedim.,neutral,1
3,13,6,birkaç-bütün,Birkaç kişiye yardım ettim.,Bütün kişilere yardım ettim.,neutral,1
3,13,7,birkaç-bütün,Bütün kişilere yardım ettim.,Hiç kimseye yardım etmedim.,contradiction,2
3,13,8,birkaç-bütün,Hiç kimseye yardım etmedim.,Bütün kişilere yardım ettim.,contradiction,2
5,407,1,elli-yetmiş,Elli kişi bu kitabı sabırla bekledi.,Yetmiş kişi bu kitabı sabırla beklemedi.,implicature,3
5,407,2,elli-yetmiş,Elli kişiden fazlası bu kitabı sabırla beklemedi.,Elli kişi bu kitabı sabırla bekledi.,implicature,3
5,407,3,elli-yetmiş,Elli kişi bu kitabı sabırla beklemedi.,Yetmiş kişi bu kitabı sabırla beklemedi.,entailment,0
5,407,4,elli-yetmiş,Yetmiş kişi bu kitabı sabırla bekledi.,Elli kişi bu kitabı sabırla bekledi.,entailment,0
5,407,5,elli-yetmiş,Yetmiş kişi bu kitabı sabırla beklemedi.,Elli kişi bu kitabı sabırla beklemedi.,neutral,1
5,407,6,elli-yetmiş,Elli kişi bu kitabı sabırla bekledi.,Yetmiş kişi bu kitabı sabırla bekledi.,neutral,1
5,407,7,elli-yetmiş,Yetmiş kişi bu kitabı sabırla bekledi.,Elli kişi bu kitabı sabırla beklemedi.,contradiction,2
5,407,8,elli-yetmiş,Elli kişi bu kitabı sabırla beklemedi.,Yetmiş kişi bu kitabı sabırla bekledi.,contradiction,2
5,407,9,elli-yetmiş-c,Elli kişi bu kitabı sabırla beklemedi.,Elli kişiden azı bu kitabı sabırla bekledi.,implicature,3
5,407,10,elli-yetmiş-c,Elli kişi bu kitabı sabırla beklemedi.,En fazla kırk dokuz kişi bu kitabı sabırla bekledi.,implicature,3
5,407,11,elli-yetmiş-c,Elli kişi bu kitabı sabırla beklemedi.,En az bir kişi bu kitabı sabırla bekledi.,implicature,3
4,78,1,muhtemelen-kesin,Firmaların reklamını muhtemelen yaparız.,Firmaların reklamını yapacağımız kesin değil.,implicature,3
4,78,2,muhtemelen-kesin,Firmaların reklamını yapacağımız kesin değil.,Firmaların reklamını muhtemelen yaparız.,implicature,3
4,78,3,muhtemelen-kesin,Firmaların reklamını muhtemelen yapmayız.,Firmaların reklamını yapacağımız kesin değil.,entailment,0
4,78,4,muhtemelen-kesin,Firmaların reklamını yapacağımız kesin.,Firmaların reklamını muhtemelen yaparız.,entailment,0
4,78,5,muhtemelen-kesin,Firmaların reklamını yapacağımız kesin değil.,Firmaların reklamını muhtemelen yapmayız.,neutral,1
4,78,6,muhtemelen-kesin,Firmaların reklamını muhtemelen yaparız.,Firmaların reklamını yapacağımız kesin.,neutral,1
4,78,7,muhtemelen-kesin,Firmaların reklamını yapacağımız kesin.,Firmaların reklamını muhtemelen yapmayız.,contradiction,2
4,78,8,muhtemelen-kesin,Firmaların reklamını muhtemelen yapmayız.,Firmaların reklamını yapacağımız kesin.,contradiction,2
3,70,1,birkaç-tüm,Birkaç şef bu yemeği yaptılar.,Tüm şefler bu yemeği yapmadılar.,implicature,3
3,70,2,birkaç-tüm,Tüm şefler bu yemeği yapmadılar.,Birkaç şef bu yemeği yaptılar.,implicature,3
3,70,3,birkaç-tüm,Hiçbir şef bu yemeği yapmadı.,Tüm şefler bu yemeği yapmadılar.,entailment,0
3,70,4,birkaç-tüm,Tüm şefler bu yemeği yaptılar.,Birkaç şef bu yemeği yaptılar.,entailment,0
3,70,5,birkaç-tüm,Tüm şefler bu yemeği yapmadılar.,Hiçbir şef bu yemeği yapmadı.,neutral,1
3,70,6,birkaç-tüm,Birkaç şef bu yemeği yaptılar.,Tüm şefler bu yemeği yaptılar.,neutral,1
3,70,7,birkaç-tüm,Tüm şefler bu yemeği yaptılar.,Hiçbir şef bu yemeği yapmadı.,contradiction,2
3,70,8,birkaç-tüm,Hiçbir şef bu yemeği yapmadı.,Tüm şefler bu yemeği yaptılar.,contradiction,2
5,34,1,iki-üç,Takımdan iki oyuncu sakat.,Takımdan üç oyuncu sakat değil.,implicature,3
5,34,2,iki-üç,Takımdan ikiden fazla oyuncu sakat değil.,Takımdan iki oyuncu sakat.,implicature,3
5,34,3,iki-üç,Takımdan iki oyuncu sakat değil.,Takımdan üç oyuncu sakat değil.,entailment,0
5,34,4,iki-üç,Takımdan üç oyuncu sakat.,Takımdan iki oyuncu sakat.,entailment,0
5,34,5,iki-üç,Takımdan üç oyuncu sakat değil.,Takımdan iki oyuncu sakat değil.,neutral,1
5,34,6,iki-üç,Takımdan iki oyuncu sakat.,Takımdan üç oyuncu sakat.,neutral,1
5,34,7,iki-üç,Takımdan üç oyuncu sakat.,Takımdan iki oyuncu sakat değil.,contradiction,2
5,34,8,iki-üç,Takımdan iki oyuncu sakat değil.,Takımdan üç oyuncu sakat.,contradiction,2
5,34,9,iki-üç-c,Takımdan iki oyuncu sakat değil.,Takımdan ikiden az oyuncu sakat.,implicature,3
5,34,10,iki-üç-c,Takımdan iki oyuncu sakat değil.,Takımdan en fazla bir oyuncu sakat.,implicature,3
5,34,11,iki-üç-c,Takımdan iki oyuncu sakat değil.,Takımdan en az bir tane oyuncu sakat.,implicature,3
3,192,1,bazı-bütün,Mekan tasarımlarının bazısı modern.,Bütün mekan tasarımları modern değil.,implicature,3
3,192,2,bazı-bütün,Bütün mekan tasarımları modern değil.,Mekan tasarımlarının bazısı modern.,implicature,3
3,192,3,bazı-bütün,Mekan tasarımlarının hiçbiri modern değil.,Bütün mekan tasarımları modern değil.,entailment,0
3,192,4,bazı-bütün,Bütün mekan tasarımları modern.,Mekan tasarımlarının bazısı modern.,entailment,0
3,192,5,bazı-bütün,Bütün mekan tasarımları modern değil.,Mekan tasarımlarının hiçbiri modern değil.,neutral,1
3,192,6,bazı-bütün,Mekan tasarımlarının bazısı modern.,Bütün mekan tasarımları modern.,neutral,1
3,192,7,bazı-bütün,Bütün mekan tasarımları modern.,Mekan tasarımlarının hiçbiri modern değil.,contradiction,2
3,192,8,bazı-bütün,Mekan tasarımlarının hiçbiri modern değil.,Bütün mekan tasarımları modern.,contradiction,2
1,56,1,yeterli-tam,Kuaförün kestiği miktar yeterli.,Kuaförün kestiği miktar tam değil.,implicature,3
1,56,2,yeterli-tam,Kuaförün kestiği miktar tam değil.,Kuaförün kestiği miktar yeterli.,implicature,3
1,56,3,yeterli-tam,Kuaförün kestiği miktar yeterli değil.,Kuaförün kestiği miktar tam değil.,entailment,0
1,56,4,yeterli-tam,Kuaförün kestiği miktar tam.,Kuaförün kestiği miktar yeterli.,entailment,0
1,56,5,yeterli-tam,Kuaförün kestiği miktar tam değil.,Kuaförün kestiği miktar yeterli değil.,neutral,1
1,56,6,yeterli-tam,Kuaförün kestiği miktar yeterli.,Kuaförün kestiği miktar tam.,neutral,1
1,56,7,yeterli-tam,Kuaförün kestiği miktar tam.,Kuaförün kestiği miktar yeterli değil.,contradiction,2
1,56,8,yeterli-tam,Kuaförün kestiği miktar yeterli değil.,Kuaförün kestiği miktar tam.,contradiction,2
2,333,1,seslenmek-bağırmak,Elektrik tellerini tamir edecek amcanın arkasından seslenmiş.,Elektrik tellerini tamir edecek amcanın arkasından bağırmamış.,implicature,3
2,333,2,seslenmek-bağırmak,Elektrik tellerini tamir edecek amcanın arkasından bağırmamış.,Elektrik tellerini tamir edecek amcanın arkasından seslenmiş.,implicature,3
2,333,3,seslenmek-bağırmak,Elektrik tellerini tamir edecek amcanın arkasından seslenmemiş.,Elektrik tellerini tamir edecek amcanın arkasından bağırmamış.,entailment,0
2,333,4,seslenmek-bağırmak,Elektrik tellerini tamir edecek amcanın arkasından bağırmış.,Elektrik tellerini tamir edecek amcanın arkasından seslenmiş.,entailment,0
2,333,5,seslenmek-bağırmak,Elektrik tellerini tamir edecek amcanın arkasından bağırmamış.,Elektrik tellerini tamir edecek amcanın arkasından seslenmemiş.,neutral,1
2,333,6,seslenmek-bağırmak,Elektrik tellerini tamir edecek amcanın arkasından seslenmiş.,Elektrik tellerini tamir edecek amcanın arkasından bağırmış.,neutral,1
2,333,7,seslenmek-bağırmak,Elektrik tellerini tamir edecek amcanın arkasından bağırmış.,Elektrik tellerini tamir edecek amcanın arkasından seslenmemiş.,contradiction,2
2,333,8,seslenmek-bağırmak,Elektrik tellerini tamir edecek amcanın arkasından seslenmemiş.,Elektrik tellerini tamir edecek amcanın arkasından bağırmış.,contradiction,2
1,204,1,uygun fiyatlı-ucuz,Bir pazarlama ekibi olarak piyasaya göre uygun fiyatlısınız.,Bir pazarlama ekibi olarak piyasaya göre ucuz değilsiniz.,implicature,3
1,204,2,uygun fiyatlı-ucuz,Bir pazarlama ekibi olarak piyasaya göre ucuz değilsiniz.,Bir pazarlama ekibi olarak piyasaya göre uygun fiyatlısınız.,implicature,3
1,204,3,uygun fiyatlı-ucuz,Bir pazarlama ekibi olarak piyasaya göre uygun fiyatlı değilsiniz.,Bir pazarlama ekibi olarak piyasaya göre ucuz değilsiniz.,entailment,0
1,204,4,uygun fiyatlı-ucuz,Bir pazarlama ekibi olarak piyasaya göre ucuzsunuz.,Bir pazarlama ekibi olarak piyasaya göre uygun fiyatlısınız.,entailment,0
1,204,5,uygun fiyatlı-ucuz,Bir pazarlama ekibi olarak piyasaya göre ucuz değilsiniz.,Bir pazarlama ekibi olarak piyasaya göre uygun fiyatlı değilsiniz.,neutral,1
1,204,6,uygun fiyatlı-ucuz,Bir pazarlama ekibi olarak piyasaya göre uygun fiyatlısınız.,Bir pazarlama ekibi olarak piyasaya göre ucuzsunuz.,neutral,1
1,204,7,uygun fiyatlı-ucuz,Bir pazarlama ekibi olarak piyasaya göre ucuzsunuz.,Bir pazarlama ekibi olarak piyasaya göre uygun fiyatlı değilsiniz.,contradiction,2
1,204,8,uygun fiyatlı-ucuz,Bir pazarlama ekibi olarak piyasaya göre uygun fiyatlı değilsiniz.,Bir pazarlama ekibi olarak piyasaya göre ucuzsunuz.,contradiction,2
4,88,1,muhtemelen-kesin,Han sahibi eşkıyaları muhtemelen kovar.,Han sahibinin eşkıyaları kovacağı kesin değil.,implicature,3
4,88,2,muhtemelen-kesin,Han sahibinin eşkıyaları kovacağı kesin değil.,Han sahibi eşkıyaları muhtemelen kovar.,implicature,3
4,88,3,muhtemelen-kesin,Han sahibi eşkıyaları muhtemelen kovmaz.,Han sahibinin eşkıyaları kovacağı kesin değil.,entailment,0
4,88,4,muhtemelen-kesin,Han sahibinin eşkıyaları kovacağı kesin.,Han sahibi eşkıyaları muhtemelen kovar.,entailment,0
4,88,5,muhtemelen-kesin,Han sahibinin eşkıyaları kovacağı kesin değil.,Han sahibi eşkıyaları muhtemelen kovmaz.,neutral,1
4,88,6,muhtemelen-kesin,Han sahibi eşkıyaları muhtemelen kovar.,Han sahibinin eşkıyaları kovacağı kesin.,neutral,1
4,88,7,muhtemelen-kesin,Han sahibinin eşkıyaları kovacağı kesin.,Han sahibi eşkıyaları muhtemelen kovmaz.,contradiction,2
4,88,8,muhtemelen-kesin,Han sahibi eşkıyaları muhtemelen kovmaz.,Han sahibinin eşkıyaları kovacağı kesin.,contradiction,2
3,195,1,bazı-bütün,Tatildeki bazı etkinliklere katıldım.,Tatildeki bütün etkinliklere katılmadım.,implicature,3
3,195,2,bazı-bütün,Tatildeki bütün etkinliklere katılmadım.,Tatildeki bazı etkinliklere katıldım.,implicature,3
3,195,3,bazı-bütün,Tatildeki hiçbir etkinliğe katılmadım.,Tatildeki bütün etkinliklere katılmadım.,entailment,0
3,195,4,bazı-bütün,Tatildeki bütün etkinliklere katıldım.,Tatildeki bazı etkinliklere katıldım.,entailment,0
3,195,5,bazı-bütün,Tatildeki bütün etkinliklere katılmadım.,Tatildeki hiçbir etkinliğe katılmadım.,neutral,1
3,195,6,bazı-bütün,Tatildeki bazı etkinliklere katıldım.,Tatildeki bütün etkinliklere katıldım.,neutral,1
3,195,7,bazı-bütün,Tatildeki bütün etkinliklere katıldım.,Tatildeki hiçbir etkinliğe katılmadım.,contradiction,2
3,195,8,bazı-bütün,Tatildeki hiçbir etkinliğe katılmadım.,Tatildeki bütün etkinliklere katıldım.,contradiction,2
4,266,1,herhalde-yüzde yüz,Herhalde gözünden ameliyat olacaktır.,Gözünden ameliyat olacağı yüzde yüz değil.,implicature,3
4,266,2,herhalde-yüzde yüz,Gözünden ameliyat olacağı yüzde yüz değil.,Herhalde gözünden ameliyat olacaktır.,implicature,3
4,266,3,herhalde-yüzde yüz,Herhalde gözünden ameliyat olmayacaktır.,Gözünden ameliyat olacağı yüzde yüz değil.,entailment,0
4,266,4,herhalde-yüzde yüz,Gözünde ameliyat olacağı yüzde yüz.,Herhalde gözünden ameliyat olacaktır.,entailment,0
4,266,5,herhalde-yüzde yüz,Gözünden ameliyat olacağı yüzde yüz değil.,Herhalde gözünden ameliyat olmayacaktır.,neutral,1
4,266,6,herhalde-yüzde yüz,Herhalde gözünden ameliyat olacaktır.,Gözünde ameliyat olacağı yüzde yüz.,neutral,1
4,266,7,herhalde-yüzde yüz,Gözünde ameliyat olacağı yüzde yüz.,Herhalde gözünden ameliyat olmayacaktır.,contradiction,2
4,266,8,herhalde-yüzde yüz,Herhalde gözünden ameliyat olmayacaktır.,Gözünde ameliyat olacağı yüzde yüz.,contradiction,2
4,275,1,herhalde-yüzde yüz,Ormanda herhalde üç gün geçirecektir.,Ormanda üç gün geçireceği yüzde yüz değil.,implicature,3
4,275,2,herhalde-yüzde yüz,Ormanda üç gün geçireceği yüzde yüz değil.,Ormanda herhalde üç gün geçirecektir.,implicature,3
4,275,3,herhalde-yüzde yüz,Ormanda herhalde üç gün geçirmeyecektir.,Ormanda üç gün geçireceği yüzde yüz değil.,entailment,0
4,275,4,herhalde-yüzde yüz,Ormanda yüzde yüz üç gün geçirecektir.,Ormanda herhalde üç gün geçirecektir.,entailment,0
