scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
birkaç-hepsi,Futbolcularımızın birkaçı bu maçta oynayacak.,Futbolcularımızın hepsi bu maçta oynayacak.,Futbolcularımızın hiçbiri bu maçta oynamayacak.,Futbolcularımızın hepsi bu maçta oynamayacak.,"Futbolcularımızın birkaçı bu maçta oynayacak, hatta hepsi bu maçta oynayacak.","Futbolcularımızın birkaçı bu maçta oynayacak, belki de hepsi bu maçta oynayacak.",Futbolcularımızın birkaçı bu maçta oynayacak ama hepsi bu maçta oynamayacak.,"Futbolcularımızın hepsi bu maçta oynamayacak, hatta birkaçı bile bu maçta oynamayacak.","Futbolcularımızın hepsi bu maçta oynamayacak, belki de birkaçı bile bu maçta oynamayacak.",Futbolcularımızın hepsi bu maçta oynamayacak ama birkaçı bu maçta oynayacak.
birkaç-hepsi,Stadlarımızın birkaçını yenileyeceklermiş.,Stadlarımızın hepsini yenileyeceklermiş.,Stadlarımızın hiçbirini yenilemeyeceklermiş.,Stadlarımızın hepsini yenilemeyeceklermiş.,"Stadlarımızın birkaçını yenileyeceklermiş, hatta hepsini yenileyeceklermiş.","Stadlarımızın birkaçını yenileyeceklermiş, belki de hepsini yenileyeceklermiş.",Stadlarımızın birkaçını yenileyeceklermiş ama hepsini yenilemeyeceklermiş.,"Stadlarımızın hepsini yenilemeyeceklermiş, hatta birkaçını bile yenilemeyeceklermiş.","Stadlarımızın hepsini yenilemeyeceklermiş, belki de birkaçını bile yenilemeyeceklermiş.",Stadlarımızın hepsini yenilemeyeceklermiş ama birkaçını yenileyeceklermiş.
birkaç-hepsi,Kavak ağaçlarının birkaçını kestiler.,Kavak ağaçlarının hepsini kestiler.,Kavak ağaçlarının hiçbirini kesmediler.,Kavak ağaçlarının hepsini kesmediler.,"Kavak ağaçlarının birkaçını kestiler, hatta hepsini kestiler.","Kavak ağaçlarının birkaçını kestiler, belki de hepsini kestiler.",Kavak ağaçlarının birkaçını kestiler ama hepsini kesmediler.,"Kavak ağaçlarının hepsini kesmediler, hatta birkaçını bile kesmediler.","Kavak ağaçlarının hepsini kesmediler, belki de birkaçını bile kesmediler.",Kavak ağaçlarının hepsini kesmediler ama birkaçını kestiler.
birkaç-hepsi,Çeşmelerin birkaçı satıldı.,Çeşmelerin hepsi satıldı.,Çeşmelerin hiçbiri satılmadı.,Çeşmelerin hepsi satılmadı.,"Çeşmelerin birkaçı satıldı, hatta hepsi satıldı.","Çeşmelerin birkaçı satıldı, belki de hepsi satıldı.",Çeşmelerin birkaçı satıldı ama hepsi satılmadı.,"Çeşmelerin hepsi satılmadı, hatta birkaçı bile satılmadı.","Çeşmelerin hepsi satılmadı, belki de birkaçı bile satılmadı.",Çeşmelerin hepsi satılmadı ama birkaçı satıldı.
birkaç-hepsi,Toplantıdaki arkadaşlarımızın birkaçı konuştu.,Toplantıdaki arkadaşlarımızın hepsi konuştu.,Toplantıdaki arkadaşlarımızın hiçbiri konuşmadı.,Toplantıdaki arkadaşlarımızın hepsi konuşmadı.,"Toplantıdaki arkadaşlarımızın birkaçı konuştu, hatta hepsi konuştu.","Toplantıdaki arkadaşlarımızın birkaçı konuştu, belki de hepsi konuştu.",Toplantıdaki arkadaşlarımızın birkaçı konuştu ama hepsi konuşmadı.,"Toplantıdaki arkadaşlarımızın hepsi konuşmadı, hatta birkaçı bile konuşmadı.","Toplantıdaki arkadaşlarımızın hepsi konuşmadı, belki de birkaçı bile konuşmadı.",Toplantıdaki arkadaşlarımızın hepsi konuşmadı ama birkaçı konuştu.
birkaç-hepsi,Olimpiyatlardaki sporcularımızın birkaçı madalya ile döndü.,Olimpiyatlardaki sporcularımızın hepsi madalya ile döndü.,Olimpiyatlardaki sporcularımızın hiçbiri madalya ile dönmedi.,Olimpiyatlardaki sporcularımızın hepsi madalya ile dönmedi.,"Olimpiyatlardaki sporcularımızın birkaçı madalya ile döndü, hatta hepsi madalya ile döndü.","Olimpiyatlardaki sporcularımızın birkaçı madalya ile döndü, belki de hepsi madalya ile döndü.",Olimpiyatlardaki sporcularımızın birkaçı madalya ile döndü ama hepsi madalya ile dönmedi.,"Olimpiyatlardaki sporcularımızın hepsi madalya ile dönmedi, hatta birkaçı bile madalya ile dönmedi.","Olimpiyatlardaki sporcularımızın hepsi madalya ile dönmedi, belki de birkaçı bile madalya ile dönmedi.",Olimpiyatlardaki sporcularımızın hepsi madalya ile dönmedi ama birkaçı madalya ile döndü.
birkaç-hepsi,Köydeki çocukların birkaçı okula gitti.,Köydeki çocukların hepsi okula gitti.,Köydeki çocukların hiçbiri okula gitmedi.,Köydeki çocukların hepsi okula gitmedi.,"Köydeki çocukların birkaçı okula gitti, hatta hepsi okula gitti.","Köydeki çocukların birkaçı okula gitti, belki de hepsi okula gitti.",Köydeki çocukların birkaçı okula gitti ama hepsi okula gitmedi.,"Köydeki çocukların hepsi okula gitmedi, hatta birkaçı bile okula gitmedi.","Köydeki çocukların hepsi okula gitmedi, belki de birkaçı bile okula gitmedi.",Köydeki çocukların hepsi okula gitmedi ama birkaçı okula gitti.
birkaç-hepsi,İlişkisi yeni biten Mahmut'un arkadaşlarının birkaçı burada.,İlişkisi yeni biten Mahmut'un arkadaşlarının hepsi burada.,İlişkisi yeni biten Mahmut'un arkadaşlarının hiçbiri burada değil.,İlişkisi yeni biten Mahmut'un arkadaşlarının hepsi burada değil.,"İlişkisi yeni biten Mahmut'un arkadaşlarının birkaçı burada, hatta hepsi burada.","İlişkisi yeni biten Mahmut'un arkadaşlarının birkaçı burada, belki de hepsi burada.",İlişkisi yeni biten Mahmut'un arkadaşlarının birkaçı burada ama hepsi burada değil.,"İlişkisi yeni biten Mahmut'un arkadaşlarının hepsi burada değil, hatta birkaçı bile burada değil.","İlişkisi yeni biten Mahmut'un arkadaşlarının hepsi burada değil, belki de birkaçı bile burada değil.",İlişkisi yeni biten Mahmut'un arkadaşlarının hepsi burada değil ama birkaçı burada.
birkaç-hepsi,Reytinglerde aşağılarda bulunan dizilerin birkaçı bitirilecek.,Reytinglerde aşağılarda bulunan dizilerin hepsi bitirilecek.,Reytinglerde aşağılarda bulunan dizilerin hiçbiri bitirilmeyecek.,Reytinglerde aşağılarda bulunan dizilerin hepsi bitirilmeyecek.,"Reytinglerde aşağılarda bulunan dizilerin birkaçı bitirilecek, hatta hepsi bitirilecek.","Reytinglerde aşağılarda bulunan dizilerin birkaçı bitirilecek, belki de hepsi bitirilecek.",Reytinglerde aşağılarda bulunan dizilerin birkaçı bitirilecek ama hepsi bitirilmeyecek.,"Reytinglerde aşağılarda bulunan dizilerin hepsi bitirilmeyecek, hatta birkaçı bile bitirilmeyecek.","Reytinglerde aşağılarda bulunan dizilerin hepsi bitirilmeyecek, belki de birkaçı bile bitirilmeyecek.",Reytinglerde aşağılarda bulunan dizilerin hepsi bitirilmeyecek ama birkaçı bitirilecek.
birkaç-hepsi,Karara destek vermeyen çalışanların birkaçı kovulmuş.,Karara destek vermeyen çalışanların hepsi kovulmuş.,Karara destek vermeyen çalışanların hiçbiri kovulmamış.,Karara destek vermeyen çalışanların hepsi kovulmamış.,"Karara destek vermeyen çalışanların birkaçı kovulmuş, hatta hepsi kovulmuş.","Karara destek vermeyen çalışanların birkaçı kovulmuş, belki de hepsi kovulmuş.",Karara destek vermeyen çalışanların birkaçı kovulmuş ama hepsi kovulmamış.,"Karara destek vermeyen çalışanların hepsi kovulmamış, hatta birkaçı bile kovulmamış.","Karara destek vermeyen çalışanların hepsi kovulmamış, belki de birkaçı bile kovulmamış.",Karara destek vermeyen çalışanların hepsi kovulmamış ama birkaçı kovulmuş.
birkaç-hepsi,Yönetim kurulu üyelerinin birkaçı istifa etti.,Yönetim kurulu üyelerinin hepsi istifa etti.,Yönetim kurulu üyelerinin hiçbiri istifa etmedi.,Yönetim kurulu üyelerinin hepsi istifa etmedi.,"Yönetim kurulu üyelerinin birkaçı istifa etti, hatta hepsi istifa etti.","Yönetim kurulu üyelerinin birkaçı istifa etti, belki de hepsi istifa etti.",Yönetim kurulu üyelerinin birkaçı istifa etti ama hepsi istifa etmedi.,"Yönetim kurulu üyelerinin hepsi istifa etmedi, hatta birkaçı bile istifa etmedi.","Yönetim kurulu üyelerinin hepsi istifa etmedi, belki de birkaçı bile istifa etmedi.",Yönetim kurulu üyelerinin hepsi istifa etmedi ama birkaçı istifa etti.
birkaç-hepsi,Futbol takımlarımızın birkaçı Avrupa'da başarılı oldu.,Futbol takımlarımızın hepsi Avrupa'da başarılı oldu.,Futbol takımlarımızın hiçbiri Avrupa'da başarılı olmadı.,Futbol takımlarımızın hepsi Avrupa'da başarılı olmadı.,"Futbol takımlarımızın birkaçı Avrupa'da başarılı oldu, hatta hepsi Avrupa'da başarılı oldu.","Futbol takımlarımızın birkaçı Avrupa'da başarılı oldu, belki de hepsi Avrupa'da başarılı oldu.",Futbol takımlarımızın birkaçı Avrupa'da başarılı oldu ama hepsi Avrupa'da başarılı olmadı.,"Futbol takımlarımızın hepsi Avrupa'da başarı olmadı, hatta birkaçı bile Avrupa'da başarılı olmadı.","Futbol takımlarımızın hepsi Avrupa'da başarılı olmadı, belki de birkaçı bile Avrupa'da başarılı olmadı.",Futbol takımlarımızın hepsi Avrupa'da başarılı olmadı ama birkaçı Avrupa'da başarılı oldu.
birkaç-hepsi,ABD ordusunun bilinen üslerinin birkaçı kapatılmış.,ABD ordusunun bilinen üslerinin hepsi kapatılmış.,ABD ordusunun bilinen üslerinin hiçbiri kapatılmamış.,ABD ordusunun bilinen üslerinin hepsi kapatılmamış.,"ABD ordusunun bilinen üslerinin birkaçı kapatılmış, hatta hepsi kapatılmış.","ABD ordusunun bilinen üslerinin birkaçı kapatılmış, belki de hepsi kapatılmış.",ABD ordusunun bilinen üslerinin birkaçı kapatılmış ama hepsi kapatılmamış.,"ABD ordusunun bilinen üslerinin hepsi kapatılmamış, hatta birkaçı bile kapatılmamış.","ABD ordusunun bilinen üslerinin hepsi kapatılmamış, belki de birkaçı bile kapatılmamış.",ABD ordusunun bilinen üslerinin hepsi kapatılmamış ama birkaçı kapatılmış.
birkaç-hepsi,Kahvelerin birkaçı acı olmuş.,Kahvelerin hepsi acı olmuş.,Kahvelerin hiçbiri acı olmamış.,Kahvelerin hepsi acı olmamış.,"Kahvelerin birkaçı acı olmuş, hatta hepsi acı olmuş.","Kahvelerin birkaçı acı olmuş, belki de hepsi acı olmuş.",Kahvelerin birkaçı acı olmuş ama hepsi acı olmamış.,"Kahvelerin hepsi acı olmamış, hatta birkaçı bile acı olmamış.","Kahvelerin hepsi acı olmamış, belki de birkaçı bile acı olmamış.",Kahvelerin hepsi acı olmamış ama birkaçı acı olmuş.
birkaç-hepsi,Elmaların birkaçı yendi.,Elmaların hepsi yendi.,Elmaların hiçbiri yenmedi.,Elmaların hepsi yenmedi.,"Elmaların birkaçı yendi, hatta hepsi yendi.","Elmaların birkaçı yendi, belki de hepsi yendi.",Elmaların birkaçı yendi ama hepsi yenmedi.,"Elmaların hepsi yenmedi, hatta birkaçı bile yenmedi.","Elmaların hepsi yenmedi, belki de birkaçı bile yenmedi.",Elmaların hepsi yenmedi ama birkaçı yendi.
birkaç-hepsi,Ekonomik hedeflerin birkaçı askıya alındı.,Ekonomik hedeflerin hepsi askıya alındı.,Ekonomik hedeflerin hiçbiri askıya alınmadı.,Ekonomik hedeflerin hepsi askıya alınmadı.,"Ekonomik hedeflerin birkaçı askıya alındı, hatta hepsi askıya alındı.","Ekonomik hedeflerin birkaçı askıya alındı, belki de hepsi askıya alındı.",Ekonomik hedeflerin birkaçı askıya alındı ama hepsi askıya alınmadı.,"Ekonomik hedeflerin hepsi askıya alınmadı, hatta birkaçı bile askıya alınmadı.","Ekonomik hedeflerin hepsi askıya alınmadı, belki de birkaçı bile askıya alınmadı.",Ekonomik hedeflerin hepsi askıya alınmadı ama birkaçı askıya alındı.
birkaç-hepsi,Sanatçıların birkaçı düet yapacaktı.,Sanatçıların hepsi düet yapacaktı.,Sanatçıların hiçbiri düet yapmayacaktı.,Sanatçıların hepsi düet yapmayacaktı.,"Sanatçıların birkaçı düet yapacaktı, hatta hepsi düet yapacaktı.","Sanatçıların birkaçı düet yapacaktı, belki de hepsi düet yapacaktı.",Sanatçıların birkaçı düet yapacaktı ama hepsi düet yapmayacaktı.,"Sanatçıların hepsi düet yapmayacaktı, hatta birkaçı bile düet yapmayacaktı.","Sanatçıların hepsi düet yapmayacaktı, belki de birkaçı bile düet yapmayacaktı.",Sanatçıların hepsi düet yapmayacaktı ama birkaçı düet yapacaktı.
birkaç-hepsi,Öğrencilerimin birkaçı bahçede oyun oynuyor.,Öğrencilerimin hepsi bahçede oyun oynuyor.,Öğrencilerimin hiçbiri bahçede oyun oynamıyor.,Öğrencilerimin hepsi bahçede oyun oynamıyor.,"Öğrencilerimin birkaçı bahçede oyun oynuyor, hatta hepsi bahçede oyun oynuyor.","Öğrencilerimin birkaçı bahçede oyun oynuyor, belki de hepsi bahçede oyun oynuyor.",Öğrencilerimin birkaçı bahçede oyun oynuyor ama hepsi bahçede oyun oynamıyor.,"Öğrencilerimin hepsi bahçede oyun oynamıyor, hatta birkaçı bile bahçede oyun oynamıyor.","Öğrencilerimin hepsi bahçede oyun oynamıyor, belki de birkaçı bile bahçede oyun oynamıyor.",Öğrencilerimin hepsi bahçede oyun oynamıyor ama birkaçı bahçede oyun oynuyor.
birkaç-hepsi,Şehirdeki okulların birkaçı kapatıldı.,Şehirdeki okulların hepsi kapatıldı.,Şehirdeki okulların hiçbiri kapatılmadı.,Şehirdeki okulların hepsi kapatılmadı.,"Şehirdeki okulların birkaçı kapatıldı, hatta hepsi kapatıldı.","Şehirdeki okulların birkaçı kapatıldı, belki de hepsi kapatıldı.",Şehirdeki okulların birkaçı kapatıldı ama hepsi kapatılmadı.,"Şehirdeki okulların hepsi kapatılmadı, hatta birkaçı bile kapatılmadı.","Şehirdeki okulların hepsi kapatılmadı, belki de birkaçı bile kapatılmadı.",Şehirdeki okulların hepsi kapatılmadı ama birkaçı kapatıldı.
birkaç-hepsi,Son keşfedilen gök cisimlerinin birkaçı yeniden adlandırıldı.,Son keşfedilen gök cisimlerinin hepsi yeniden adlandırıldı.,Son keşfedilen gök cisimlerinin hiçbiri yeniden adlandırılmadı.,Son keşfedilen gök cisimlerinin hepsi yeniden adlandırılmadı.,"Son keşfedilen gök cisimlerinin birkaçı yeniden adlandırıldı, hatta hepsi yeniden adlandırıldı.","Son keşfedilen gök cisimlerinin birkaçı yeniden adlandırıldı, belki de hepsi yeniden adlandırıldı.",Son keşfedilen gök cisimlerinin birkaçı yeniden adlandırıldı ama hepsi yeniden adlandırılmadı.,"Son keşfedilen gök cisimlerinin hepsi yeniden adlandırılmadı, hatta birkaçı bile yeniden adlandırılmadı.","Son keşfedilen gök cisimlerinin hepsi yeniden adlandırılmadı, belki de birkaçı bile yeniden adlandırılmadı.",Son keşfedilen gök cisimlerinin hepsi yeniden adlandırılmadı ama birkaçı yeniden adlandırıldı.
birkaç-hepsi,Zımba tellerinin birkaçı elime battı.,Zımba tellerinin hepsi elime battı.,Zımba tellerinin hiçbiri elime batmadı.,Zımba tellerinin hepsi elime batmadı.,"Zımba tellerinin birkaçı elime battı, hatta hepsi elime battı.","Zımba tellerinin birkaçı elime battı, belki de hepsi elime battı.",Zımba tellerinin birkaçı elime battı ama hepsi elime batmadı.,"Zımba tellerinin hepsi elime batmadı, hatta birkaçı bile elime batmadı.","Zımba tellerinin hepsi elime batmadı, belki de birkaçı bile elime batmadı.",Zımba tellerinin hepsi elime batmadı ama birkaçı elime battı.
bazı-bütün,Bazı sanatçılar albüme katkı sağladı.,Bütün sanatçılar albüme katkı sağladı.,Hiçbir sanatçı albüme katkı sağlamadı.,Bütün sanatçılar albüme katkı sağlamadı.,"Bazı sanatçılar albüme katkı sağladı, hatta bütün sanatçılar albüme katkı sağladı.","Bazı sanatçılar albüme katkı sağladı, belki de bütün sanatçılar albüme katkı sağladı.",Bazı sanatçılar albüme katkı sağladı ama bütün sanatçılar albüme katkı sağlamadı.,"Bütün sanatçılar albüme katkı sağlamadı, hatta bazı sanatçılar albüme katkı sağlamadı.","Bütün sanatçılar albüme katkı sağlamadı, belki de bazı sanatçılar albüme katkı sağlamadı.",Bütün sanatçılar albüme katkı sağlamadı ama bazı sanatçılar albüme katkı sağladı.
bazı-bütün,Bazı öğrenciler sınavda başarılı oldu.,Bütün öğrenciler sınavda başarılı oldu.,Hiçbir öğrenci sınavda başarılı olmadı.,Bütün öğrenciler sınavda başarılı olmadı.,"Bazı öğrenciler sınavda başarılı oldu, hatta bütün öğrenciler sınavda başarılı oldu.","Bazı öğrenciler sınavda başarılı oldu, belki de bütün öğrenciler sınavda başarılı oldu.",Bazı öğrenciler sınavda başarılı oldu ama bütün öğrenciler sınavda başarılı olmadı.,"Bütün öğrenciler sınavda başarılı olmadı, hatta bazı öğrenciler bile sınavda başarılı olmadı.","Bütün öğrenciler sınavda başarılı olmadı, belki bazı öğrenciler bile sınavda başarılı olmadı.","Bütün öğrenciler sınavda başarılı olmadı, ama bazı öğrenciler sınavda başarılı oldu."
bazı-bütün,Bazı öğrenciler dersi geçti.,Bütün öğrenciler dersi geçti.,Hiçbir öğrenci dersi geçemedi.,Bütün öğrenciler dersi geçemedi.,"Bazı öğrenciler dersi geçti, hatta bütün öğrenciler dersi geçti.","Bazı öğrenciler dersi geçti, belki de bütün öğrenciler dersi geçti.",Bazı öğrenciler dersi geçti ama bütün öğrenciler dersi geçemedi.,"Bütün öğrenciler dersi geçemedi, hatta bazı öğrenciler dersi geçemedi.","Bütün öğrenciler dersi geçemedi, belki de bazı öğrenciler dersi geçemedi.",Bütün öğrenciler dersi geçemedi ama bazı öğrenciler dersi geçti.
bazı-bütün,Çocukların bazısı uyandı.,Bütün çocuklar uyandı.,Çocukların hiçbiri uyanmadı.,Bütün çocuklar uyanmadı.,"Çocukların bazısı uyandı, hatta bütün çocuklar uyandı.","Çocukların bazısı uyandı, belki de bütün çocuklar uyandı.",Çocukların bazısı uyandı ama bütün çocuklar uyanmadı.,"Bütün çocuklar uyanmadı, hatta çocukların bazısı uyanmadı.","Bütün çocuklar uyanmadı, belki de çocukların bazısı uyanmadı.",Bütün çocuklar uyanmadı ama çocukların bazısı uyandı.
bazı-bütün,Şemsiyelerin bazısı kırık.,Bütün şemsiyeler kırık.,Şemsiyelerin hiçbiri kırık değil.,Bütün şemsiyeler kırık değil.,"Şemsiyelerin bazısı kırık, hatta bütün şemsiyeler kırık.","Şemsiyelerin bazısı kırık, belki de bütün şemsiyeler kırık.",Şemsiyelerin bazısı kırık ama bütün şemsiyeler kırık değil.,"Bütün şemsiyeler kırık değil, hatta şemsiyelerin bazısı kırık değil.","Bütün şemsiyeler kırık değil, belki de şemsiyelerin bazısı kırık değil.",Bütün şemsiyeler kırık değil ama şemsiyelerin bazısı kırık.
bazı-bütün,Su şişelerinin bazısı sağlam.,Bütün su şişeleri sağlam.,Su şişelerinin hiçbiri sağlam değil.,Bütün su şişeleri sağlam değil.,"Su şişelerinin bazısı sağlam, hatta bütün su şişeleri sağlam.","Su şişelerinin bazısı sağlam, belki de bütün su şişeleri sağlam.",Su şişelerinin bazısı sağlam ama bütün su şişeleri sağlam değil.,"Bütün su şişeleri sağlam değil, hatta su şişelerinin bazısı sağlam değil.","Bütün su şişeleri sağlam değil, belki de su şişelerinin bazısı sağlam değil.",Bütün su şişeleri sağlam değil ama su şişelerinin bazısı sağlam.
bazı-bütün,Bazı hayvanlar bahçede uyuyor.,Bütün hayvanlar bahçede uyuyor.,Hiçbir hayvan bahçede uyumuyor.,Bütün hayvanlar bahçede uyumuyor.,"Bazı hayvanlar bahçede uyuyor, hatta bütün hayvanlar bahçede uyuyor.","Bazı hayvanlar bahçede uyuyor, belki de bütün hayvanlar bahçede uyuyor.",Bazı hayvanlar bahçede uyuyor ama bütün hayvanlar bahçede uyumuyor.,"Bütün hayvanlar bahçede uyumuyor, hatta bazı hayvanlar bahçede uyumuyor.","Bütün hayvanlar bahçede uyumuyor, belki de bazı hayvanlar bahçede uyumuyor.",Bütün hayvanlar bahçede uyumuyor ama bazı hayvanlar bahçede uyuyor.
bazı-bütün,Yılın bazı günleri yağmur yağar.,Yılın bütün günleri yağmur yağar.,Yılın hiçbir günü yağmur yağmaz.,Yılın bütün günleri yağmur yağmaz.,"Yılın bazı günleri yağmur yağar, hatta yılın bütün günleri yağmur yağar.","Yılın bazı günleri yağmur yağar, belki de yılın bütün günleri yağmur yağar.",Yılın bazı günleri yağmur yağar ama yılın bütün günleri yağmur yağmaz.,"Yılın bütün günleri yağmur yağmaz, hatta bazı günler yağmur yağmaz.","Yılın bütün günleri yağmur yağmaz, belki de bazı günler yağmur yağmaz.",Yılın bütün günleri yağmur yağmaz ama bazı günler yağmur yağar.
bazı-bütün,Bitkilerin bazısı yeşil.,Bütün bitkiler yeşil.,Bitkilerin hiçbiri yeşil değil.,Bütün bitkiler yeşil değil.,"Bitkilerin bazısı yeşil, hatta bütün bitkiler yeşil.","Bitkilerin bazısı yeşil, belki de bütün bitkiler yeşil.",Bitkilerin bazısı yeşil ama bütün bitkiler yeşil değil.,"Bütün bitkiler yeşil değil, hatta bazı bitkiler yeşil değil.","Bütün bitkiler yeşil değil, belki de bazı bitkiler yeşil değil.",Bütün bitkiler yeşil değil ama bazı bitkiler yeşil.
bazı-bütün,Almanya'dan getirdiği bazı ürünler bozulmuş.,Almanya'dan getirdiği bütün ürünler bozulmuş.,Almanya'dan getirdiği hiçbir ürün bozulmamış.,Almanya'dan getirdiği bütün ürünler bozulmamış.,"Almanya'dan getirdiği bazı ürünler bozulmuş, hatta bütün ürünler bozulmuş.","Almanya'dan getirdiği bazı ürünler bozulmuş, belki de bütün ürünler bozulmuş.",Almanya'dan getirdiği bazı ürünler bozulmuş ama bütün ürünler bozulmamış.,"Almanya'dan getirdiği bütün ürünler bozulmamış, hatta bazı ürünler bozulmamış.","Almanya'dan getirdiği bütün ürünler bozulmamış, belki de bazı ürünler bozulmamış.",Almanya'dan getirdiği bütün ürünler bozulmamış ama bazı ürünler bozulmuş.
bazı-bütün,Kara tahtaların bazısı temizlenmiş.,Kara tahtaların bütünü temizlenmiş.,Kara tahtaların hiçbiri temizlenmemiş.,Kara tahtaların bütünü temizlenmemiş.,"Kara tahtaların bazısı temizlenmiş, hatta bütünü temizlenmiş.","Kara tahtaların bazısı temizlenmiş, belki de bütünü temizlenmiş.",Kara tahtaların bazısı temizlenmiş ama bütünü temizlenmemiş.,"Kara tahtaların bütünü temizlenmemiş, hatta bazısı temizlenmemiş.","Kara tahtaların bütünü temizlenmemiş, belki de bazısı temizlenmemiş.",Kara tahtaların bütünü temizlenmemiş ama bazısı temizlenmiş.
bazı-bütün,Bazı elmalar çürümüş.,Bütün elmalar çürümüş.,Hiçbir elma çürümüş değil.,Bütün elmalar çürümüş değil.,"Bazı elmalar çürümüş, hatta bütün elmalar çürümüş.","Bazı elmalar çürümüş, belki de bütün elmalar çürümüş.",Bazı elmalar çürümüş ama bütün elmalar çürümüş değil.,"Bütün elmalar çürümüş değil, hatta bazı elmalar çürümüş değil.","Bütün elmalar çürümüş değil, belki de bazı elmalar çürümüş değil.",Bütün elmalar çürümüş değil ama bazı elmalar çürümüş.
bazı-bütün,Bazı rezidansların kapıları kırılmış.,Bütün rezidansların kapıları kırılmış.,Hiçbir rezidansın kapıları kırılmamış.,Bütün rezidansların kapıları kırılmamış.,"Bazı rezidansların kapıları kırılmış, hatta bütün rezidansların kapıları kırılmış.","Bazı rezidansların kapıları kırılmış, belki de bütün rezidansların kapıları kırılmış.",Bazı rezidansların kapıları kırılmış ama bütün rezidansların kapıları kırılmamış.,"Bütün rezidansların kapıları kırılmamış, hatta bazı rezidansların kapıları kırılmamış.","Bütün rezidansların kapıları kırılmamış, belki de bazı rezidansların kapıları kırılmamış.",Bütün rezidansların kapıları kırılmamış ama bazı rezidansların kapıları kırılmış.
bazı-bütün,Bazı bölgelerde elektrik kesintisi yaşandı.,Bütün bölgelerde elektrik kesintisi yaşandı.,Hiçbir bölgede elektrik kesintisi yaşanmadı.,Bütün bölgelerde elektrik kesintisi yaşanmadı.,"Bazı bölgelerde elektrik kesintisi yaşandı, hatta bütün bölgelerde elektrik kesintisi yaşandı.","Bazı bölgelerde elektrik kesintisi yaşandı, belki de bütün bölgelerde elektrik kesintisi yaşandı.",Bazı bölgelerde elektrik kesintisi yaşandı ama bütün bölgelerde elektrik kesintisi yaşanmadı.,"Bütün bölgelerde elektrik kesintisi yaşanmadı, hatta bazı bölgelerde elektrik kesintisi yaşanmadı.","Bütün bölgelerde elektrik kesintisi yaşanmadı, belki de bazı bölgelerde elektrik kesintisi yaşanmadı.",Bütün bölgelerde elektrik kesintisi yaşanmadı ama bazı bölgelerde elektrik kesintisi yaşandı.
bazı-bütün,Bazı ülkelerde buğday sorunu yaşanıyor.,Bütün ülkelerde buğday sorunu yaşanıyor.,Hiçbir ülkede buğday sorunu yaşanmıyor.,Bütün ülkelerde buğday sorunu yaşanmıyor.,"Bazı ülkelerde buğday sorunu yaşanıyor, hatta bütün ülkelerde buğday sorunu yaşanıyor.","Bazı ülkelerde buğday sorunu yaşanıyor, belki de bütün ülkelerde buğday sorunu yaşanıyor.",Bazı ülkelerde buğday sorunu yaşanıyor ama bütün ülkelerde buğday sorunu yaşanmıyor.,"Bütün ülkelerde buğday sorunu yaşanmıyor, hatta bazı ülkelerde buğday sorunu yaşanmıyor.","Bütün ülkelerde buğday sorunu yaşanmıyor, belki de bazı ülkelerde buğday sorunu yaşanmıyor.",Bütün ülkelerde buğday sorunu yaşanmıyor ama bazı ülkelerde buğday sorunu yaşanıyor.
bazı-bütün,Bazı mekanlarda sigara içiliyor.,Bütün mekanlarda sigara içiliyor.,Hiçbir mekanda sigara içilmiyor.,Bütün mekanlarda sigara içilmiyor.,"Bazı mekanlarda sigara içiliyor, hatta bütün mekanlarda sigara içiliyor.","Bazı mekanlarda sigara içiliyor, belki de bütün mekanlarda sigara içiliyor.",Bazı mekanlarda sigara içiliyor ama bütün mekanlarda sigara içilmiyor.,"Bütün mekanlarda sigara içilmiyor, hatta bazı mekanlarda sigara içilmiyor.","Bütün mekanlarda sigara içilmiyor, belki de bazı mekanlarda sigara içilmiyor.",Bütün mekanlarda sigara içilmiyor ama bazı mekanlarda sigara içiliyor.
bazı-bütün,Evlerin bazıları depreme dayanıksız.,Evlerin bütünü depreme dayanıksız.,Evlerin hiçbiri depreme dayanıksız değil.,Evlerin bütünü depreme dayanıksız değil.,"Evlerin bazıları depreme dayanıksız, hatta evlerin bütünü depreme dayanıksız.","Evlerin bazıları depreme dayanıksız, belki de evlerin bütünü depreme dayanıksız.",Evlerin bazıları depreme dayanıksız ama evlerin bütünü depreme dayanıksız değil.,"Evlerin bütünü depreme dayanıksız değil, hatta evlerin bazıları bile depreme dayanıksız değil.","Evlerin bütünü depreme dayanıksız değil, belki evlerin bazıları bile depreme dayanıksız değil.","Evlerin bütünü depreme dayanıksız değil, ama evlerin bazıları depreme dayanıksız."
