ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
6,20,7,beş-yedi-par-n,Otobüsün yedi koltuğu kırık.,Otobüsün beş koltuğu kırık değil.,neutral,1
6,20,8,beş-yedi-par-n,Otobüsün beş koltuğu kırık değil.,Otobüsün yedi koltuğu kırık.,neutral,1
6,20,9,beş-yedi-par-c,Otobüsün beş koltuğu kırık değil.,Otobüsün beşten az koltuğu kırık.,neutral,1
6,20,10,beş-yedi-par-c,Otobüsün beş koltuğu kırık değil.,Otobüsün en fazla dört koltuğu kırık.,neutral,1
6,20,11,beş-yedi-par-c,Otobüsün beş koltuğu kırık değil.,Otobüsün en az bir tane koltuğu kırık.,implicature,3
6,21,1,on-on iki-par-n,Bardakların onunu o kırmış.,Bardakların on ikisini o kırmamış.,neutral,1
6,21,2,on-on iki-par-n,Bardakların onundan fazlasını o kırmamış.,Bardakların onunu o kırmış.,neutral,1
6,21,3,on-on iki-par-n,Bardakların onunu o kırmamış.,Bardakların on ikisini o kırmamış.,neutral,1
6,21,4,on-on iki-par-n,Bardakların on ikisini o kırmış.,Bardakların onunu o kırmış.,entailment,0
6,21,5,on-on iki-par-n,Bardakların on ikisini o kırmamış.,Bardakların onunu o kırmamış.,neutral,1
6,21,6,on-on iki-par-n,Bardakların onunu o kırmış.,Bardakların on ikisini o kırmış.,neutral,1
6,21,7,on-on iki-par-n,Bardakların on ikisini o kırmış.,Bardakların onunu o kırmamış.,neutral,1
6,21,8,on-on iki-par-n,Bardakların onunu o kırmamış.,Bardakların on ikisini o kırmış.,neutral,1
6,21,9,on-on iki-par-c,Bardakların onunu o kırmamış.,Bardakların onundan azını o kırmış.,neutral,1
6,21,10,on-on iki-par-c,Bardakların onunu o kırmamış.,Bardakların en fazla dokuzunu o kırmış.,neutral,1
6,21,11,on-on iki-par-c,Bardakların onunu o kırmamış.,Bardakların en az birini o kırmış.,implicature,3
6,22,1,on-on iki-par-n,Bölüm öğrencilerinden on tanesi sınıfta kaldı.,Bölüm öğrencilerinden on iki tanesi sınıfta kalmadı.,neutral,1
6,22,2,on-on iki-par-n,Bölüm öğrencilerinden onundan fazlası sınıfta kalmadı.,Bölüm öğrencilerinden on tanesi sınıfta kaldı.,neutral,1
6,22,3,on-on iki-par-n,Bölüm öğrencilerinden on tanesi sınıfta kalmadı.,Bölüm öğrencilerinden on iki tanesi sınıfta kalmadı.,neutral,1
6,22,4,on-on iki-par-n,Bölüm öğrencilerinden on iki tanesi sınıfta kaldı.,Bölüm öğrencilerinden on tanesi sınıfta kaldı.,entailment,0
6,22,5,on-on iki-par-n,Bölüm öğrencilerinden on iki tanesi sınıfta kalmadı.,Bölüm öğrencilerinden on tanesi sınıfta kalmadı.,neutral,1
6,22,6,on-on iki-par-n,Bölüm öğrencilerinden on tanesi sınıfta kaldı.,Bölüm öğrencilerinden on iki tanesi sınıfta kaldı.,neutral,1
6,22,7,on-on iki-par-n,Bölüm öğrencilerinden on iki tanesi sınıfta kaldı.,Bölüm öğrencilerinden on tanesi sınıfta kalmadı.,neutral,1
6,22,8,on-on iki-par-n,Bölüm öğrencilerinden on tanesi sınıfta kalmadı.,Bölüm öğrencilerinden on iki tanesi sınıfta kaldı.,neutral,1
6,22,9,on-on iki-par-c,Bölüm öğrencilerinden on tanesi sınıfta kalmadı.,Bölüm öğrencilerinden onundan azı sınıfta kaldı.,neutral,1
6,22,10,on-on iki-par-c,Bölüm öğrencilerinden on tanesi sınıfta kalmadı.,Bölüm öğrencilerinden en fazla dokuzu sınıfta kaldı.,neutral,1
6,22,11,on-on iki-par-c,Bölüm öğrencilerinden on tanesi sınıfta kalmadı.,Bölüm öğrencilerinden en az biri sınıfta kaldı.,implicature,3
6,23,1,on-on iki-par-n,Mekanların on tanesi kapanmış.,Mekanların on iki tanesi kapanmamış.,neutral,1
6,23,2,on-on iki-par-n,Mekanların onundan fazlası kapanmamış.,Mekanların on tanesi kapanmış.,neutral,1
6,23,3,on-on iki-par-n,Mekanların on tanesi kapanmamış.,Mekanların on iki tanesi kapanmamış.,neutral,1
6,23,4,on-on iki-par-n,Mekanların on iki tanesi kapanmış.,Mekanların on tanesi kapanmış.,entailment,0
6,23,5,on-on iki-par-n,Mekanların on iki tanesi kapanmamış.,Mekanların on tanesi kapanmamış.,neutral,1
6,23,6,on-on iki-par-n,Mekanların on tanesi kapanmış.,Mekanların on iki tanesi kapanmış.,neutral,1
6,23,7,on-on iki-par-n,Mekanların on iki tanesi kapanmış.,Mekanların on tanesi kapanmamış.,neutral,1
6,23,8,on-on iki-par-n,Mekanların on tanesi kapanmamış.,Mekanların on iki tanesi kapanmış.,neutral,1
6,23,9,on-on iki-par-c,Mekanların on tanesi kapanmamış.,Mekanların onundan azı kapanmış.,neutral,1
6,23,10,on-on iki-par-c,Mekanların on tanesi kapanmamış.,Mekanların en fazla dokuzu kapanmış.,neutral,1
6,23,11,on-on iki-par-c,Mekanların on tanesi kapanmamış.,Mekanların en az biri kapanmış.,implicature,3
6,24,1,on-on iki-par-n,Adaylardan onu işletme mezunu.,Adaylardan on ikisi işletme mezunu değil.,neutral,1
6,24,2,on-on iki-par-n,Adaylardan onundan fazlası işletme mezunu değil.,Adaylardan onu işletme mezunu.,neutral,1
6,24,3,on-on iki-par-n,Adaylardan onu işletme mezunu değil.,Adaylardan on ikisi işletme mezunu değil.,neutral,1
6,24,4,on-on iki-par-n,Adaylardan on ikisi işletme mezunu.,Adaylardan onu işletme mezunu.,entailment,0
6,24,5,on-on iki-par-n,Adaylardan on ikisi işletme mezunu değil.,Adaylardan onu işletme mezunu değil.,neutral,1
6,24,6,on-on iki-par-n,Adaylardan onu işletme mezunu.,Adaylardan on ikisi işletme mezunu.,neutral,1
6,24,7,on-on iki-par-n,Adaylardan on ikisi işletme mezunu.,Adaylardan onu işletme mezunu değil.,neutral,1
6,24,8,on-on iki-par-n,Adaylardan onu işletme mezunu değil.,Adaylardan on ikisi işletme mezunu.,neutral,1
6,24,9,on-on iki-par-c,Adaylardan onu işletme mezunu değil.,Adaylardan onundan azı işletme mezunu.,neutral,1
6,24,10,on-on iki-par-c,Adaylardan onu işletme mezunu değil.,Adaylardan en fazla dokuzu işletme mezunu.,neutral,1
6,24,11,on-on iki-par-c,Adaylardan onu işletme mezunu değil.,Adaylardan en az biri işletme mezunu.,implicature,3
6,25,1,on-on iki-par-n,Şiirin on satırını ezberlemiş.,Şiirin on iki satırını ezberlememiş.,neutral,1
6,25,2,on-on iki-par-n,Şiirin ondan fazla satırını ezberlememiş.,Şiirin on satırını ezberlemiş.,neutral,1
6,25,3,on-on iki-par-n,Şiirin on satırını ezberlememiş.,Şiirin on iki satırını ezberlememiş.,neutral,1
6,25,4,on-on iki-par-n,Şiirin on iki satırını ezberlemiş.,Şiirin on satırını ezberlemiş.,entailment,0
6,25,5,on-on iki-par-n,Şiirin on iki satırını ezberlememiş.,Şiirin on satırını ezberlememiş.,neutral,1
6,25,6,on-on iki-par-n,Şiirin on satırını ezberlemiş.,Şiirin on iki satırını ezberlemiş.,neutral,1
6,25,7,on-on iki-par-n,Şiirin on iki satırını ezberlemiş.,Şiirin on satırını ezberlememiş.,neutral,1
6,25,8,on-on iki-par-n,Şiirin on satırını ezberlememiş.,Şiirin on iki satırını ezberlemiş.,neutral,1
6,25,9,on-on iki-par-c,Şiirin on satırını ezberlememiş.,Şiirin onundan daha az satırını ezberlemiş.,neutral,1
6,25,10,on-on iki-par-c,Şiirin on satırını ezberlememiş.,Şiirin en fazla dokuz satırını ezberlemiş.,neutral,1
6,25,11,on-on iki-par-c,Şiirin on satırını ezberlememiş.,Şiirin en az bir satırını ezberlemiş.,implicature,3
6,26,1,on-on iki-par-n,Konuştuklarından onu ona katılmış.,Konuştuklarından on ikisi ona katılmamış.,neutral,1
6,26,2,on-on iki-par-n,Konuştuklarından ondan fazlası ona katılmamış.,Konuştuklarından onu ona katılmış.,neutral,1
6,26,3,on-on iki-par-n,Konuştuklarından onu ona katılmamış.,Konuştuklarından on ikisi ona katılmamış.,neutral,1
6,26,4,on-on iki-par-n,Konuştuklarından on ikisi ona katılmış.,Konuştuklarından onu ona katılmış.,entailment,0
6,26,5,on-on iki-par-n,Konuştuklarından on ikisi ona katılmamış.,Konuştuklarından onu ona katılmamış.,neutral,1
6,26,6,on-on iki-par-n,Konuştuklarından onu ona katılmış.,Konuştuklarından on ikisi ona katılmış.,neutral,1
6,26,7,on-on iki-par-n,Konuştuklarından on ikisi ona katılmış.,Konuştuklarından onu ona katılmamış.,neutral,1
6,26,8,on-on iki-par-n,Konuştuklarından onu ona katılmamış.,Konuştuklarından on ikisi ona katılmış.,neutral,1
6,26,9,on-on iki-par-c,Konuştuklarından onu ona katılmamış.,Konuştuklarından onundan azı ona katılmış.,neutral,1
6,26,10,on-on iki-par-c,Konuştuklarından onu ona katılmamış.,Konuştuklarından en fazla dokuzu ona katılmış.,neutral,1
6,26,11,on-on iki-par-c,Konuştuklarından onu ona katılmamış.,Konuştuklarından en az biri ona katılmış.,implicature,3
6,27,1,on-on iki-par-n,Listendeki on şarkıyı dinlemiştim.,Listendeki on iki şarkıyı dinlememiştim.,neutral,1
6,27,2,on-on iki-par-n,Listendeki ondan fazla şarkıyı dinlememiştim.,Listendeki on şarkıyı dinlemiştim.,neutral,1
6,27,3,on-on iki-par-n,Listendeki on şarkıyı dinlememiştim.,Listendeki on iki şarkıyı dinlememiştim.,neutral,1
6,27,4,on-on iki-par-n,Listendeki on iki şarkıyı dinlemiştim.,Listendeki on şarkıyı dinlemiştim.,entailment,0
6,27,5,on-on iki-par-n,Listendeki on iki şarkıyı dinlememiştim.,Listendeki on şarkıyı dinlememiştim.,neutral,1
6,27,6,on-on iki-par-n,Listendeki on şarkıyı dinlemiştim.,Listendeki on iki şarkıyı dinlemiştim.,neutral,1
6,27,7,on-on iki-par-n,Listendeki on iki şarkıyı dinlemiştim.,Listendeki on şarkıyı dinlememiştim.,neutral,1
6,27,8,on-on iki-par-n,Listendeki on şarkıyı dinlememiştim.,Listendeki on iki şarkıyı dinlemiştim.,neutral,1
6,27,9,on-on iki-par-c,Listendeki on şarkıyı dinlememiştim.,Listendeki ondan az şarkıyı dinlemiştim.,neutral,1
6,27,10,on-on iki-par-c,Listendeki on şarkıyı dinlememiştim.,Listendeki en fazla dokuz şarkıyı dinlemiştim.,neutral,1
6,27,11,on-on iki-par-c,Listendeki on şarkıyı dinlememiştim.,Listendeki en az bir şarkıyı dinlemiştim.,implicature,3
6,28,1,on-on iki-par-n,Elbiselerin on tanesini o dikmiş.,Elbiselerin on iki tanesini o dikmemiş.,neutral,1
6,28,2,on-on iki-par-n,Elbiselerin ondan fazlasını o dikmemiş.,Elbiselerin on tanesini o dikmiş.,neutral,1
6,28,3,on-on iki-par-n,Elbiselerin on tanesini o dikmemiş.,Elbiselerin on iki tanesini o dikmemiş.,neutral,1
6,28,4,on-on iki-par-n,Elbiselerin on iki tanesini o dikmiş.,Elbiselerin on tanesini o dikmiş.,entailment,0
6,28,5,on-on iki-par-n,Elbiselerin on iki tanesini o dikmemiş.,Elbiselerin on tanesini o dikmemiş.,neutral,1
6,28,6,on-on iki-par-n,Elbiselerin on tanesini o dikmiş.,Elbiselerin on iki tanesini o dikmiş.,neutral,1
6,28,7,on-on iki-par-n,Elbiselerin on iki tanesini o dikmiş.,Elbiselerin on tanesini o dikmemiş.,neutral,1
6,28,8,on-on iki-par-n,Elbiselerin on tanesini o dikmemiş.,Elbiselerin on iki tanesini o dikmiş.,neutral,1
6,28,9,on-on iki-par-c,Elbiselerin on tanesini o dikmemiş.,Elbiselerin ondan azını o dikmiş.,neutral,1
6,28,10,on-on iki-par-c,Elbiselerin on tanesini o dikmemiş.,Elbiselerin en fazla dokuzunu o dikmiş.,neutral,1
6,28,11,on-on iki-par-c,Elbiselerin on tanesini o dikmemiş.,Elbiselerin en az birini o dikmiş.,implicature,3
6,29,1,on-on iki-par-n,Klavyenin on tuşu eksik.,Klavyenin on iki tuşu eksik değil.,neutral,1
6,29,2,on-on iki-par-n,Klavyenin ondan fazla tuşu eksik değil.,Klavyenin on tuşu eksik.,neutral,1
6,29,3,on-on iki-par-n,Klavyenin on tuşu eksik değil.,Klavyenin on iki tuşu eksik değil.,neutral,1
6,29,4,on-on iki-par-n,Klavyenin on iki tuşu eksik.,Klavyenin on tuşu eksik.,entailment,0
6,29,5,on-on iki-par-n,Klavyenin on iki tuşu eksik değil.,Klavyenin on tuşu eksik değil.,neutral,1
6,29,6,on-on iki-par-n,Klavyenin on tuşu eksik.,Klavyenin on iki tuşu eksik.,neutral,1
6,29,7,on-on iki-par-n,Klavyenin on iki tuşu eksik.,Klavyenin on tuşu eksik değil.,neutral,1
6,29,8,on-on iki-par-n,Klavyenin on tuşu eksik değil.,Klavyenin on iki tuşu eksik.,neutral,1
6,29,9,on-on iki-par-c,Klavyenin on tuşu eksik değil.,Klavyenin ondan daha az tuşu eksik.,neutral,1
6,29,10,on-on iki-par-c,Klavyenin on tuşu eksik değil.,Klavyenin en fazla dokuz tuşu eksik.,neutral,1
6,29,11,on-on iki-par-c,Klavyenin on tuşu eksik değil.,Klavyenin en az bir tane tuşu eksik.,implicature,3
6,30,1,on-on iki-par-n,Trendeki on vagon dolu.,Trendeki on iki vagon dolu değil.,neutral,1
6,30,2,on-on iki-par-n,Trendeki ondan fazla vagon dolu değil.,Trendeki on vagon dolu.,neutral,1
6,30,3,on-on iki-par-n,Trendeki on vagon dolu değil.,Trendeki on iki vagon dolu değil.,neutral,1
6,30,4,on-on iki-par-n,Trendeki on iki vagon dolu.,Trendeki on vagon dolu.,entailment,0
6,30,5,on-on iki-par-n,Trendeki on iki vagon dolu değil.,Trendeki on vagon dolu değil.,neutral,1
6,30,6,on-on iki-par-n,Trendeki on vagon dolu.,Trendeki on iki vagon dolu.,neutral,1
6,30,7,on-on iki-par-n,Trendeki on iki vagon dolu.,Trendeki on vagon dolu değil.,neutral,1
6,30,8,on-on iki-par-n,Trendeki on vagon dolu değil.,Trendeki on iki vagon dolu.,neutral,1
6,30,9,on-on iki-par-c,Trendeki on vagon dolu değil.,Trendeki ondan az vagon dolu.,neutral,1
6,30,10,on-on iki-par-c,Trendeki on vagon dolu değil.,Trendeki en fazla dokuz vagon dolu.,neutral,1
6,30,11,on-on iki-par-c,Trendeki on vagon dolu değil.,Trendeki en az bir tane vagon dolu.,implicature,3
6,31,1,on beş-yirmi-par-n,Bilgisayarların on beşini o almış.,Bilgisayarların yirmisini o almamış.,neutral,1
6,31,2,on beş-yirmi-par-n,Bilgisayarların on beşinden fazlasını o almamış.,Bilgisayarların on beşini o almış.,neutral,1
6,31,3,on beş-yirmi-par-n,Bilgisayarların on beşini o almamış.,Bilgisayarların yirmisini o almamış.,neutral,1
6,31,4,on beş-yirmi-par-n,Bilgisayarların yirmisini o almış.,Bilgisayarların on beşini o almış.,entailment,0
6,31,5,on beş-yirmi-par-n,Bilgisayarların yirmisini o almamış.,Bilgisayarların on beşini o almamış.,neutral,1
6,31,6,on beş-yirmi-par-n,Bilgisayarların on beşini o almış.,Bilgisayarların yirmisini o almış.,neutral,1
6,31,7,on beş-yirmi-par-n,Bilgisayarların yirmisini o almış.,Bilgisayarların on beşini o almamış.,neutral,1
6,31,8,on beş-yirmi-par-n,Bilgisayarların on beşini o almamış.,Bilgisayarların yirmisini o almış.,neutral,1
6,31,9,on beş-yirmi-par-c,Bilgisayarların on beşini o almamış.,Bilgisayarların on beşinden azını o almış.,neutral,1
6,31,10,on beş-yirmi-par-c,Bilgisayarların on beşini o almamış.,Bilgisayarların en fazla on dördünü o almış.,neutral,1
6,31,11,on beş-yirmi-par-c,Bilgisayarların on beşini o almamış.,Bilgisayarların en az birini o almış.,implicature,3
6,32,1,on beş-yirmi-par-n,Fayansların on beşi kırık geldi.,Fayansların yirmisi kırık gelmedi.,neutral,1
6,32,2,on beş-yirmi-par-n,Fayansların on beşinden fazlası kırık gelmedi.,Fayansların on beşi kırık geldi.,neutral,1
6,32,3,on beş-yirmi-par-n,Fayansların on beşi kırık gelmedi.,Fayansların yirmisi kırık gelmedi.,neutral,1
6,32,4,on beş-yirmi-par-n,Fayansların yirmisi kırık geldi.,Fayansların on beşi kırık geldi.,entailment,0
6,32,5,on beş-yirmi-par-n,Fayansların yirmisi kırık gelmedi.,Fayansların on beşi kırık gelmedi.,neutral,1
6,32,6,on beş-yirmi-par-n,Fayansların on beşi kırık geldi.,Fayansların yirmisi kırık geldi.,neutral,1
6,32,7,on beş-yirmi-par-n,Fayansların yirmisi kırık geldi.,Fayansların on beşi kırık gelmedi.,neutral,1
6,32,8,on beş-yirmi-par-n,Fayansların on beşi kırık gelmedi.,Fayansların yirmisi kırık geldi.,neutral,1
6,32,9,on beş-yirmi-par-c,Fayansların on beşi kırık gelmedi.,Fayansların on beşinden azı kırık geldi.,neutral,1
6,32,10,on beş-yirmi-par-c,Fayansların on beşi kırık gelmedi.,Fayansların en fazla on dördü kırık geldi.,neutral,1
6,32,11,on beş-yirmi-par-c,Fayansların on beşi kırık gelmedi.,Fayansların en az biri kırık geldi.,implicature,3
6,33,1,on beş-yirmi-par-n,Sunulan planlardan on beş tanesi kabul edildi.,Sunulan planlardan yirmi tanesi kabul edilmedi.,neutral,1
6,33,2,on beş-yirmi-par-n,Sunulan planlardan on beşinden fazlası kabul edilmedi.,Sunulan planlardan on beş tanesi kabul edildi.,neutral,1
6,33,3,on beş-yirmi-par-n,Sunulan planlardan on beş tanesi kabul edilmedi.,Sunulan planlardan yirmi tanesi kabul edilmedi.,neutral,1
6,33,4,on beş-yirmi-par-n,Sunulan planlardan yirmi tanesi kabul edildi.,Sunulan planlardan on beş tanesi kabul edildi.,entailment,0
6,33,5,on beş-yirmi-par-n,Sunulan planlardan yirmi tanesi kabul edilmedi.,Sunulan planlardan on beş tanesi kabul edilmedi.,neutral,1
6,33,6,on beş-yirmi-par-n,Sunulan planlardan on beş tanesi kabul edildi.,Sunulan planlardan yirmi tanesi kabul edildi.,neutral,1
6,33,7,on beş-yirmi-par-n,Sunulan planlardan yirmi tanesi kabul edildi.,Sunulan planlardan on beş tanesi kabul edilmedi.,neutral,1
6,33,8,on beş-yirmi-par-n,Sunulan planlardan on beş tanesi kabul edilmedi.,Sunulan planlardan yirmi tanesi kabul edildi.,neutral,1
6,33,9,on beş-yirmi-par-c,Sunulan planlardan on beş tanesi kabul edilmedi.,Sunulan planlardan on beşinden azı kabul edildi.,neutral,1
6,33,10,on beş-yirmi-par-c,Sunulan planlardan on beş tanesi kabul edilmedi.,Sunulan planlardan en fazla on dördü kabul edildi.,neutral,1
6,33,11,on beş-yirmi-par-c,Sunulan planlardan on beş tanesi kabul edilmedi.,Sunulan planlardan en az biri kabul edildi.,implicature,3
6,34,1,on beş-yirmi-par-n,Camların on beşi kirli.,Camların yirmisi kirli değil.,neutral,1
6,34,2,on beş-yirmi-par-n,Camların on beşinden fazlası kirli değil.,Camların on beşi kirli.,neutral,1
6,34,3,on beş-yirmi-par-n,Camların on beşi kirli değil.,Camların yirmisi kirli değil.,neutral,1
6,34,4,on beş-yirmi-par-n,Camların yirmisi kirli.,Camların on beşi kirli.,entailment,0
6,34,5,on beş-yirmi-par-n,Camların yirmisi kirli değil.,Camların on beşi kirli değil.,neutral,1
6,34,6,on beş-yirmi-par-n,Camların on beşi kirli.,Camların yirmisi kirli.,neutral,1
6,34,7,on beş-yirmi-par-n,Camların yirmisi kirli.,Camların on beşi kirli değil.,neutral,1
6,34,8,on beş-yirmi-par-n,Camların on beşi kirli değil.,Camların yirmisi kirli.,neutral,1
6,34,9,on beş-yirmi-par-c,Camların on beşi kirli değil.,Camların on beşinden azı kirli.,neutral,1
6,34,10,on beş-yirmi-par-c,Camların on beşi kirli değil.,Camların en fazla on dördü kirli.,neutral,1
6,34,11,on beş-yirmi-par-c,Camların on beşi kirli değil.,Camların en az biri kirli.,implicature,3
6,35,1,on beş-yirmi-par-n,Yastıklardan on beşini götürdü.,Yastıklardan yirmi tanesini götürmedi.,neutral,1
6,35,2,on beş-yirmi-par-n,Yastıklardan on beşten fazlasını götürmedi.,Yastıklardan on beşini götürdü.,neutral,1
6,35,3,on beş-yirmi-par-n,Yastıklardan on beşini götürmedi.,Yastıklardan yirmi tanesini götürmedi.,neutral,1
6,35,4,on beş-yirmi-par-n,Yastıklardan yirmi tanesini götürdü.,Yastıklardan on beşini götürdü.,entailment,0
6,35,5,on beş-yirmi-par-n,Yastıklardan yirmi tanesini götürmedi.,Yastıklardan on beşini götürmedi.,neutral,1
6,35,6,on beş-yirmi-par-n,Yastıklardan on beşini götürdü.,Yastıklardan yirmi tanesini götürdü.,neutral,1
6,35,7,on beş-yirmi-par-n,Yastıklardan yirmi tanesini götürdü.,Yastıklardan on beşini götürmedi.,neutral,1
6,35,8,on beş-yirmi-par-n,Yastıklardan on beşini götürmedi.,Yastıklardan yirmi tanesini götürdü.,neutral,1
6,35,9,on beş-yirmi-par-c,Yastıklardan on beşini götürmedi.,Yastıklardan on beşinden azını götürdü.,neutral,1
6,35,10,on beş-yirmi-par-c,Yastıklardan on beşini götürmedi.,Yastıklardan en fazla on dördünü götürdü.,neutral,1
6,35,11,on beş-yirmi-par-c,Yastıklardan on beşini götürmedi.,Yastıklardan en az bir tanesini götürdü.,implicature,3
6,36,1,on beş-yirmi-par-n,Ali stadyumdaki hoparlörlerden on beşini bozmuş.,Ali stadyumdaki hoparlörlerden yirmi tanesini bozmamış.,neutral,1
6,36,2,on beş-yirmi-par-n,Ali stadyumdaki hoparlörlerden on beşten fazlasını bozmamış.,Ali stadyumdaki hoparlörlerden on beşini bozmuş.,neutral,1
6,36,3,on beş-yirmi-par-n,Ali stadyumdaki hoparlörlerden on beşini bozmamış.,Ali stadyumdaki hoparlörlerden yirmi tanesini bozmamış.,neutral,1
6,36,4,on beş-yirmi-par-n,Ali stadyumdaki hoparlörlerden yirmi tanesini bozmuş.,Ali stadyumdaki hoparlörlerden on beşini bozmuş.,entailment,0
6,36,5,on beş-yirmi-par-n,Ali stadyumdaki hoparlörlerden yirmi tanesini bozmamış.,Ali stadyumdaki hoparlörlerden on beşini bozmamış.,neutral,1
6,36,6,on beş-yirmi-par-n,Ali stadyumdaki hoparlörlerden on beşini bozmuş.,Ali stadyumdaki hoparlörlerden yirmi tanesini bozmuş.,neutral,1
6,36,7,on beş-yirmi-par-n,Ali stadyumdaki hoparlörlerden yirmi tanesini bozmuş.,Ali stadyumdaki hoparlörlerden on beşini bozmamış.,neutral,1
6,36,8,on beş-yirmi-par-n,Ali stadyumdaki hoparlörlerden on beşini bozmamış.,Ali stadyumdaki hoparlörlerden yirmi tanesini bozmuş.,neutral,1
6,36,9,on beş-yirmi-par-c,Ali stadyumdaki hoparlörlerden on beşini bozmamış.,Ali stadyumdaki hoparlörlerden on beşinden azını bozmuş.,neutral,1
6,36,10,on beş-yirmi-par-c,Ali stadyumdaki hoparlörlerden on beşini bozmamış.,Ali stadyumdaki hoparlörlerden en fazla on dördünü bozmuş.,neutral,1
6,36,11,on beş-yirmi-par-c,Ali stadyumdaki hoparlörlerden on beşini bozmamış.,Ali stadyumdaki hoparlörlerden en az bir tanesini bozmuş.,implicature,3
6,37,1,on beş-yirmi-par-n,Adadaki ağaç türlerinden on beşi yerli.,Adadaki ağaç türlerinden yirmisi yerli değil.,neutral,1
6,37,2,on beş-yirmi-par-n,Adadaki ağaç türlerinden on beşten fazlası yerli değil.,Adadaki ağaç türlerinden on beşi yerli.,neutral,1
6,37,3,on beş-yirmi-par-n,Adadaki ağaç türlerinden on beşi yerli değil.,Adadaki ağaç türlerinden yirmisi yerli değil.,neutral,1
6,37,4,on beş-yirmi-par-n,Adadaki ağaç türlerinden yirmisi yerli.,Adadaki ağaç türlerinden on beşi yerli.,entailment,0
6,37,5,on beş-yirmi-par-n,Adadaki ağaç türlerinden yirmisi yerli değil.,Adadaki ağaç türlerinden on beşi yerli değil.,neutral,1
6,37,6,on beş-yirmi-par-n,Adadaki ağaç türlerinden on beşi yerli.,Adadaki ağaç türlerinden yirmisi yerli.,neutral,1
6,37,7,on beş-yirmi-par-n,Adadaki ağaç türlerinden yirmisi yerli.,Adadaki ağaç türlerinden on beşi yerli değil.,neutral,1
6,37,8,on beş-yirmi-par-n,Adadaki ağaç türlerinden on beşi yerli değil.,Adadaki ağaç türlerinden yirmisi yerli.,neutral,1
6,37,9,on beş-yirmi-par-c,Adadaki ağaç türlerinden on beşi yerli değil.,Adadaki ağaç türlerinden on beşinden azı yerli.,neutral,1
6,37,10,on beş-yirmi-par-c,Adadaki ağaç türlerinden on beşi yerli değil.,Adadaki ağaç türlerinden en fazla on dördü yerli.,neutral,1
6,37,11,on beş-yirmi-par-c,Adadaki ağaç türlerinden on beşi yerli değil.,Adadaki ağaç türlerinden en az biri yerli.,implicature,3
6,38,1,on beş-yirmi-par-n,Fabrikadaki çalışanlardan on beşi kadın.,Fabrikadaki çalışanlardan yirmisi kadın değil.,neutral,1
6,38,2,on beş-yirmi-par-n,Fabrikadaki çalışanlardan on beşten fazlası kadın değil.,Fabrikadaki çalışanlardan on beşi kadın.,neutral,1
6,38,3,on beş-yirmi-par-n,Fabrikadaki çalışanlardan on beşi kadın değil.,Fabrikadaki çalışanlardan yirmisi kadın değil.,neutral,1
6,38,4,on beş-yirmi-par-n,Fabrikadaki çalışanlardan yirmisi kadın.,Fabrikadaki çalışanlardan on beşi kadın.,entailment,0
6,38,5,on beş-yirmi-par-n,Fabrikadaki çalışanlardan yirmisi kadın değil.,Fabrikadaki çalışanlardan on beşi kadın değil.,neutral,1
6,38,6,on beş-yirmi-par-n,Fabrikadaki çalışanlardan on beşi kadın.,Fabrikadaki çalışanlardan yirmisi kadın.,neutral,1
6,38,7,on beş-yirmi-par-n,Fabrikadaki çalışanlardan yirmisi kadın.,Fabrikadaki çalışanlardan on beşi kadın değil.,neutral,1
6,38,8,on beş-yirmi-par-n,Fabrikadaki çalışanlardan on beşi kadın değil.,Fabrikadaki çalışanlardan yirmisi kadın.,neutral,1
6,38,9,on beş-yirmi-par-c,Fabrikadaki çalışanlardan on beşi kadın değil.,Fabrikadaki çalışanlardan on beşinden azı kadın.,neutral,1
6,38,10,on beş-yirmi-par-c,Fabrikadaki çalışanlardan on beşi kadın değil.,Fabrikadaki çalışanlardan en fazla on dördü kadın.,neutral,1
6,38,11,on beş-yirmi-par-c,Fabrikadaki çalışanlardan on beşi kadın değil.,Fabrikadaki çalışanlardan en az biri kadın.,implicature,3
6,39,1,on beş-yirmi-par-n,Aile üyelerinin on beşi yurtdışında.,Aile üyelerinin yirmisi yurtdışında değil.,neutral,1
6,39,2,on beş-yirmi-par-n,Aile üyelerinin on beşten fazlası yurtdışında değil.,Aile üyelerinin on beşi yurtdışında.,neutral,1
6,39,3,on beş-yirmi-par-n,Aile üyelerinin on beşi yurtdışında değil.,Aile üyelerinin yirmisi yurtdışında değil.,neutral,1
6,39,4,on beş-yirmi-par-n,Aile üyelerinin yirmisi yurtdışında.,Aile üyelerinin on beşi yurtdışında.,entailment,0
6,39,5,on beş-yirmi-par-n,Aile üyelerinin yirmisi yurtdışında değil.,Aile üyelerinin on beşi yurtdışında değil.,neutral,1
6,39,6,on beş-yirmi-par-n,Aile üyelerinin on beşi yurtdışında.,Aile üyelerinin yirmisi yurtdışında.,neutral,1
6,39,7,on beş-yirmi-par-n,Aile üyelerinin yirmisi yurtdışında.,Aile üyelerinin on beşi yurtdışında değil.,neutral,1
6,39,8,on beş-yirmi-par-n,Aile üyelerinin on beşi yurtdışında değil.,Aile üyelerinin yirmisi yurtdışında.,neutral,1
